"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel","point_number","method","slowdown"
4,4,1,4,"true","true",256,2,1.24879203669815e-10,102,"LHS",1.07191233826366
4,4,1,4,"true","false",1024,32,1.32905198650076e-10,99,"LHS",1.14080421772287
5,5,1,2,"true","true",1024,2,1.23041421447138e-10,102,"LHS",1.05613756246722
5,5,1,2,"true","true",512,16,1.25137945842182e-10,96,"LHS",1.07413327592853
6,6,1,4,"true","true",128,1,1.1965589478547e-10,101,"LHS",1.02707757734946
4,4,1,4,"true","true",128,4,1.26678340558663e-10,102,"LHS",1.08735539821846
3,3,1,4,"true","false",256,2,1.36428267521488e-10,98,"LHS",1.17104480927729
5,5,1,4,"true","false",128,1,1.21549064031158e-10,101,"LHS",1.0433277728443
6,6,1,4,"true","false",64,1,1.26460519328544e-10,97,"LHS",1.08548570929318
5,5,1,2,"true","true",256,2,1.1931608789437e-10,109,"LHS",1.02416081308052
3,3,1,4,"true","true",512,1,1.40182831445506e-10,93,"LHS",1.20327246029271
5,5,1,4,"true","false",1024,4,1.23332235012527e-10,106,"LHS",1.05863378793723
3,3,1,4,"true","true",128,2,1.36538375119979e-10,108,"LHS",1.1719899281593
8,4,2,2,"true","false",256,2,1.4670117120523e-10,93,"LHS",1.25922323999112
12,6,2,2,"true","true",512,1,1.42371891485791e-10,95,"LHS",1.22206246212989
16,4,4,4,"true","true",128,4,1.60201314486142e-10,93,"LHS",1.37510298398275
12,6,2,2,"true","true",256,4,1.37382523351728e-10,108,"LHS",1.17923575355171
4,4,1,2,"true","true",256,4,1.27103827056844e-10,103,"LHS",1.09100760141773
3,3,1,4,"true","true",1024,8,1.37668844036886e-10,107,"LHS",1.18169341396355
6,6,1,2,"true","false",1024,1,1.28669181117226e-10,89,"LHS",1.10444396457321
5,5,1,4,"true","true",512,2,1.27230335651882e-10,105,"LHS",1.09209349978938
24,6,1,2,"true","true",256,4,1.43133545809889e-10,91,"LHS",1.22860019334133
12,6,2,2,"true","false",512,2,1.40641582293563e-10,96,"LHS",1.20721019115398
5,5,1,2,"true","false",512,8,1.1931257630123e-10,104,"LHS",1.02413067099199
8,4,2,2,"true","false",512,8,1.46858574559957e-10,101,"LHS",1.26057432642551
20,5,4,4,"true","false",256,2,1.50010422334653e-10,105,"LHS",1.28762850693549
3,3,1,2,"true","false",512,16,1.38451288126442e-10,96,"LHS",1.18840959607354
4,4,1,2,"true","false",512,8,1.29363514465716e-10,103,"LHS",1.11040383988665
6,6,1,4,"true","false",64,1,1.26460519328544e-10,96,"LHS",1.08548570929318
24,6,1,4,"true","true",64,2,1.42744392943366e-10,95,"LHS",1.22525986327165
6,6,1,4,"true","true",512,8,1.18144018844621e-10,96,"LHS",1.01410024864063
24,6,2,4,"true","false",512,8,1.54825799030895e-10,95,"LHS",1.32896174371474
8,4,2,4,"true","false",64,2,1.5529897824387e-10,85,"LHS",1.33302332179734
10,5,2,4,"true","true",256,8,1.45739067290168e-10,104,"LHS",1.25096493094573
8,4,1,2,"true","true",256,4,1.47289579150633e-10,89,"LHS",1.26427389468842
3,3,1,2,"true","true",1024,4,1.38177171391209e-10,103,"LHS",1.18605668940865
12,6,2,4,"true","false",512,2,1.39521503999111e-10,100,"LHS",1.19759589423054
5,5,1,4,"true","false",128,1,1.21549064031158e-10,107,"LHS",1.0433277728443
5,5,1,2,"true","false",128,4,1.18634851028728e-10,101,"LHS",1.01831335265395
5,5,1,2,"true","false",128,2,1.18427245214453e-10,100,"LHS",1.01653134870712
12,6,2,2,"true","true",256,8,1.36187349370177e-10,100,"LHS",1.16897686576617
10,5,2,4,"true","false",512,4,1.43427898416384e-10,101,"LHS",1.23112679650207
12,6,2,2,"true","false",512,2,1.40641582293563e-10,90,"LHS",1.20721019115398
4,4,1,4,"true","true",128,2,1.2616196070333e-10,99,"LHS",1.08292300337692
6,6,1,2,"true","true",128,2,1.18080485105728e-10,95,"LHS",1.01355490084361
8,4,1,2,"true","true",128,1,1.47072191227947e-10,90,"LHS",1.26240792509805
5,5,1,2,"true","false",128,4,1.18634851028728e-10,101,"LHS",1.01831335265395
4,4,1,2,"true","true",64,1,1.4513177165815e-10,109,"LHS",1.24575215202175
12,6,2,4,"true","true",512,8,1.36501235016115e-10,93,"LHS",1.17167113260002
3,3,1,2,"true","false",512,2,1.36591161597662e-10,101,"LHS",1.17244302583336
8,4,1,2,"true","true",512,16,1.48996699528976e-10,102,"LHS",1.27892712230897
3,3,1,2,"true","true",512,2,1.37521968328191e-10,107,"LHS",1.18043269256467
10,5,1,4,"true","false",512,16,1.44635552014984e-10,106,"LHS",1.24149280424913
5,5,1,4,"true","true",512,2,1.27230335651882e-10,75,"LHS",1.09209349978938
24,6,2,4,"true","true",64,1,1.43296472835942e-10,102,"LHS",1.22999869272578
3,3,1,4,"true","true",1024,2,1.39399631012218e-10,85,"LHS",1.19654978603548
4,4,1,2,"true","true",256,1,1.2942682127942e-10,91,"LHS",1.11094723985007
8,4,2,2,"true","true",256,8,1.46263673963271e-10,108,"LHS",1.25546794144796
12,6,2,2,"true","false",128,4,1.3799910498613e-10,103,"LHS",1.18452823974669
12,6,2,4,"true","true",64,2,1.37227036791841e-10,104,"LHS",1.17790112010532
4,4,1,4,"true","false",512,2,1.25669123061854e-10,95,"LHS",1.07869268533249
12,6,2,4,"true","true",256,8,1.36151746319787e-10,102,"LHS",1.16867126364932
5,5,1,2,"true","false",256,4,1.17561537135523e-10,111,"LHS",1.00910046234758
6,6,1,2,"true","true",512,8,1.18283916839785e-10,107,"LHS",1.01530107618203
5,5,1,2,"true","true",512,16,1.25137945842182e-10,93,"LHS",1.07413327592853
5,5,1,2,"true","true",128,4,1.23513687334701e-10,95,"LHS",1.06019130093562
5,5,1,2,"true","false",512,4,1.17865496298058e-10,97,"LHS",1.01170952428163
24,6,4,2,"true","false",256,2,1.46298615953762e-10,100,"LHS",1.25576786929527
24,6,4,2,"true","true",128,2,1.44754796497878e-10,102,"LHS",1.24251635043398
10,5,2,2,"true","true",64,1,1.50001031753544e-10,107,"LHS",1.28754790200321
8,4,2,4,"true","true",128,1,1.55954623867127e-10,103,"LHS",1.33865111739857
12,6,2,4,"true","false",256,8,1.40363385438274e-10,114,"LHS",1.20482226239653
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,119,"LM",1.01488180994276
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"LM",1.07288728829579
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,115,"LM",1.17207913005986
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
5,5,1,4,"true","false",1024,8,1.23934836150301e-10,119,"LM",1.06380627123028
5,5,1,4,"true","false",1024,8,1.23934836150301e-10,119,"LM",1.06380627123028
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,119,"LM",1.01488180994276
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,119,"LM",1.07967874560269
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
5,5,1,4,"true","false",1024,8,1.23934836150301e-10,119,"LM",1.06380627123028
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,119,"LM",1.01488180994276
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,119,"LM",1.01488180994276
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,119,"LM",1.07967874560269
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,119,"LM",1.01488180994276
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
2,2,1,2,"true","true",1024,8,1.60639896867188e-10,119,"LM",1.37886759691887
2,2,1,2,"true","true",1024,8,1.60639896867188e-10,119,"LM",1.37886759691887
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,119,"LM",1.01488180994276
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
5,5,1,4,"true","false",1024,8,1.23934836150301e-10,119,"LM",1.06380627123028
2,2,1,2,"true","true",1024,8,1.60639896867188e-10,119,"LM",1.37886759691887
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
2,2,1,2,"true","true",1024,8,1.60639896867188e-10,119,"LM",1.37886759691887
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,119,"LM",1.07967874560269
1,1,1,4,"true","false",1024,4,2.38714976907871e-10,119,"LM",2.04903235732053
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,119,"LM",1.07967874560269
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
1,1,1,2,"true","true",1024,8,2.44442327306725e-10,119,"LM",2.09819360577245
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,119,"LM",1.07967874560269
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,119,"LM",1.07967874560269
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,119,"LM",1.07967874560269
1,1,1,4,"true","false",1024,8,2.44891248450898e-10,115,"LM",2.10204696244999
5,5,1,4,"true","false",1024,8,1.23934836150301e-10,119,"LM",1.06380627123028
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,119,"LM",1.07967874560269
6,6,1,4,"true","true",512,4,1.21740913105725e-10,119,"LM",1.0449745273404
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,119,"LM",1.07967874560269
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
24,6,1,4,"true","true",1024,8,1.7607829667075e-10,119,"LM",1.51138454726907
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,119,"LM",1.01417685045184
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,119,"LM",1.07967874560269
1,1,1,4,"true","true",1024,8,2.40470678691862e-10,119,"LM",2.06410258798557
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"LM",1.07288728829579
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
2,2,1,2,"true","true",1024,8,1.60639896867188e-10,119,"LM",1.37886759691887
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
1,1,1,4,"true","false",1024,4,2.38714976907871e-10,114,"LM",2.04903235732053
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
2,2,1,2,"true","false",1024,4,1.60303866149281e-10,119,"LM",1.37598324578614
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,114,"LM",1.17207913005986
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
2,2,1,2,"true","true",1024,4,1.61042728080753e-10,119,"LM",1.38232533636122
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,119,"LM",1.07967874560269
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"LM",1.07288728829579
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
1,1,1,4,"true","true",1024,8,2.40470678691862e-10,119,"LM",2.06410258798557
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,119,"LM",1.01488180994276
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,119,"LM",1.07967874560269
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
3,3,1,2,"true","true",1024,16,1.39528091700916e-10,119,"LM",1.19765244038584
5,5,1,4,"true","false",1024,8,1.23934836150301e-10,119,"LM",1.06380627123028
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,119,"LM",1.01488180994276
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,119,"LM",1.07967874560269
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,119,"LM",1.01488180994276
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,119,"LM",1.01488180994276
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
5,5,1,4,"true","false",1024,8,1.23934836150301e-10,119,"LM",1.06380627123028
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
2,2,1,2,"true","true",1024,8,1.60639896867188e-10,119,"LM",1.37886759691887
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,114,"LM",1.01417685045184
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
5,5,1,2,"true","false",1024,8,1.22360757184054e-10,119,"RQ",1.05029501702832
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ",1.17207913005986
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ",1.17207913005986
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,119,"RQ",1.01150917408997
6,6,1,2,"true","true",512,4,1.1835008391896e-10,119,"RQ",1.01586902750195
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
4,4,1,4,"true","false",1024,4,1.25778542785017e-10,119,"RQ",1.07963189977221
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ",1.17207913005986
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
3,3,1,2,"true","false",1024,4,1.36603833125993e-10,119,"RQ",1.17255179308334
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ",1.17207913005986
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ",1.17207913005986
24,6,1,4,"true","true",32,2,2.10300539339866e-10,119,"RQ",1.80513437175602
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,119,"RQ",1.01150917408997
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
16,4,1,4,"true","true",1024,8,1.95431854444634e-10,114,"RQ",1.67750762266901
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,119,"RQ",1.01150917408997
16,4,1,4,"true","true",1024,4,1.99000880477294e-10,119,"RQ",1.70814269182038
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ",1.17207913005986
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ",1.17207913005986
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
4,4,1,4,"true","true",1024,16,1.27991660200843e-10,119,"RQ",1.09862840034505
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
5,5,1,2,"true","false",1024,8,1.22360757184054e-10,119,"RQ",1.05029501702832
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,119,"RQ",1.01150917408997
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
5,5,1,4,"true","true",1024,16,1.26535757573826e-10,119,"RQ",1.08613152381679
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ",1.17207913005986
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
16,4,1,4,"true","true",1024,8,1.95431854444634e-10,119,"RQ",1.67750762266901
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ",1.17207913005986
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","true",512,4,1.1835008391896e-10,119,"RQ",1.01586902750195
5,5,1,2,"true","false",1024,8,1.22360757184054e-10,119,"RQ",1.05029501702832
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
5,5,1,2,"true","false",1024,8,1.22360757184054e-10,119,"RQ",1.05029501702832
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,119,"RQ",1.01150917408997
5,5,1,2,"true","false",1024,8,1.22360757184054e-10,119,"RQ",1.05029501702832
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
24,6,1,4,"true","false",1024,8,1.75769318569462e-10,119,"RQ",1.50873240480427
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ",1.17207913005986
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
16,4,1,4,"true","true",1024,8,1.95431854444634e-10,119,"RQ",1.67750762266901
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,119,"RQ",1.01150917408997
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ",1.17207913005986
4,4,1,4,"true","false",512,8,1.25366521299284e-10,119,"RQ",1.07609527476814
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
3,3,1,2,"true","false",1024,4,1.36603833125993e-10,119,"RQ",1.17255179308334
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
4,4,1,4,"true","false",1024,4,1.25778542785017e-10,119,"RQ",1.07963189977221
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","true",512,4,1.1835008391896e-10,119,"RQ",1.01586902750195
24,6,1,4,"true","false",1024,8,1.75769318569462e-10,119,"RQ",1.50873240480427
4,4,1,4,"true","false",1024,4,1.25778542785017e-10,119,"RQ",1.07963189977221
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,119,"RQ",1.01150917408997
24,6,1,2,"true","false",32,1,1.62821242616163e-10,119,"RQ",1.39759138241423
5,5,1,2,"true","false",512,4,1.17865496298058e-10,23,"GRM",1.01170952428163
16,4,4,4,"true","false",128,2,1.57306422896745e-10,26,"GRM",1.3502544109504
6,6,1,2,"true","false",128,4,1.17732534790262e-10,30,"GRM",1.01056823672908
24,6,4,2,"true","true",256,4,1.43377486488586e-10,24,"GRM",1.23069408099929
5,5,1,2,"true","false",256,4,1.17561537135523e-10,31,"GRM",1.00910046234758
3,3,1,4,"true","true",256,1,1.36263397941189e-10,32,"GRM",1.16962963579657
6,3,1,4,"true","false",512,4,1.58385161446309e-10,25,"GRM",1.35951386430259
12,6,2,4,"true","false",128,4,1.39155017527073e-10,24,"GRM",1.19445012328037
4,4,1,4,"true","true",512,2,1.23999015246297e-10,21,"GRM",1.06435715851043
10,5,2,4,"true","true",512,4,1.40742193789431e-10,30,"GRM",1.20807379934992
12,6,2,4,"true","true",64,2,1.37227036791841e-10,7,"GRM",1.17790112010532
12,6,2,4,"true","true",64,2,1.37227036791841e-10,34,"GRM",1.17790112010532
18,6,1,2,"true","false",256,8,1.65248551277817e-10,29,"GRM",1.4184264136023
8,4,2,2,"true","false",128,1,1.44946489136578e-10,24,"GRM",1.24416176214817
12,6,2,2,"true","false",1024,16,1.50623293839072e-10,7,"GRM",1.29288914688234
10,5,1,4,"true","false",512,4,1.4121794253326e-10,20,"GRM",1.21215743324121
2,2,1,2,"true","true",256,4,1.55549103506316e-10,44,"GRM",1.33517029540903
5,5,1,4,"true","false",512,8,1.22080038327934e-10,9,"GRM",1.04788544044058
4,4,1,4,"true","false",128,2,1.25109511762482e-10,22,"GRM",1.07388920934288
24,6,4,2,"true","true",256,4,1.43377486488586e-10,24,"GRM",1.23069408099929
6,3,2,4,"true","false",1024,16,1.52554038682594e-10,8,"GRM",1.30946187603973
12,6,2,4,"true","true",512,4,1.34066482063271e-10,16,"GRM",1.15077220264145
8,4,2,2,"true","false",512,16,1.45618441172334e-10,16,"GRM",1.249929525368
4,4,1,4,"true","true",512,2,1.23999015246297e-10,36,"GRM",1.06435715851043
8,4,2,2,"true","false",128,1,1.44946489136578e-10,45,"GRM",1.24416176214817
24,6,1,4,"true","false",256,8,1.44483256505832e-10,7,"GRM",1.24018556148552
5,5,1,2,"true","false",512,2,1.19264177349936e-10,27,"GRM",1.02371523406152
2,2,1,2,"true","false",512,4,1.55269439447837e-10,31,"GRM",1.33276977277561
3,3,1,4,"true","false",128,2,1.36120252443834e-10,37,"GRM",1.16840093301602
4,4,1,4,"true","false",512,8,1.25366521299284e-10,33,"GRM",1.07609527476814
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,20,"GRM",0.999999999999996
6,6,1,2,"true","true",256,1,1.17919974204394e-10,35,"GRM",1.01217714049193
9,3,1,2,"true","true",512,4,1.98408414891747e-10,22,"GRM",1.70305720798895
12,6,1,2,"true","true",256,2,1.36286375373921e-10,7,"GRM",1.16982686474201
5,5,1,4,"true","true",128,2,1.2260596387318e-10,37,"GRM",1.05239977160534
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,13,"GRM",1.00979555916615
16,4,1,4,"true","true",64,1,1.56614620329246e-10,13,"GRM",1.34431625883258
3,3,1,4,"true","true",256,4,1.35697524537269e-10,45,"GRM",1.1647724084462
16,4,4,4,"true","false",256,8,1.61572718012684e-10,16,"GRM",1.38687455456968
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,25,"GRM",1.00979555916615
8,2,4,2,"true","false",256,4,2.07214474054074e-10,27,"GRM",1.77864484139936
6,6,1,2,"true","false",256,4,1.17149348789584e-10,14,"GRM",1.00556240508331
2,2,1,2,"true","true",256,4,1.55549103506316e-10,52,"GRM",1.33517029540903
6,6,1,2,"true","false",512,8,1.19268542616746e-10,7,"GRM",1.02375270373795
4,2,1,2,"true","true",256,4,1.80536216891147e-10,39,"GRM",1.54964952291604
8,2,4,2,"true","false",256,2,2.05412034834989e-10,38,"GRM",1.76317343558374
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,19,"GRM",1.07288728829579
4,4,1,4,"true","false",128,2,1.25109511762482e-10,18,"GRM",1.07388920934288
12,6,2,4,"true","true",512,4,1.34066482063271e-10,16,"GRM",1.15077220264145
