"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel","run","step"
12,6,1,2,"true","true",1024,32,1.64232777656463e-10,23,1
12,6,1,4,"true","true",1024,512,1.92916356206512e-09,23,1
18,6,1,4,"true","false",1024,128,4.89538583425146e-10,23,1
18,6,1,2,"true","false",1024,1,2.06513104887015e-10,23,1
6,6,1,4,"true","false",1024,8,1.20545060937111e-10,23,2
24,6,1,4,"true","true",1024,8,1.7607829667075e-10,23,2
24,6,1,2,"true","true",1024,8,1.77595009577156e-10,23,2
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,23,2
18,6,1,4,"true","false",1024,8,1.97656212879105e-10,23,2
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,23,3
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,23,3
6,6,1,4,"true","false",1024,8,1.20545060937111e-10,23,3
6,6,1,4,"true","true",1024,8,1.20170053330998e-10,23,3
2,1,1,4,"true","false",1024,16,2.51843550887326e-10,24,1
2,1,1,2,"true","true",1024,16,2.53881768601953e-10,24,1
1,1,1,4,"true","true",1024,512,2.74219601494793e-09,24,1
1,1,1,4,"true","false",1024,8,2.44891248450898e-10,24,1
3,1,1,4,"true","true",1024,256,1.4410798649461e-09,24,1
3,1,1,4,"true","true",1024,16,3.37077171399125e-10,24,1
3,1,1,4,"true","false",1024,512,2.76362255222002e-09,24,1
1,1,1,4,"true","false",1024,1024,5.37462394870357e-09,24,1
2,1,1,4,"true","true",1024,16,2.52348846887061e-10,24,1
3,1,1,4,"true","false",1024,4,3.23476956923171e-10,24,1
4,1,1,2,"true","false",1024,128,6.56827700352347e-10,24,1
1,1,1,2,"true","false",1024,4,2.41749107269263e-10,24,1
2,1,1,2,"true","false",1024,32,2.56964505821021e-10,24,1
3,1,1,2,"true","true",1024,32,3.43513007806054e-10,24,1
1,1,1,4,"true","true",1024,1,2.67203725644586e-10,24,1
4,1,1,4,"true","false",1024,16,3.13713491550987e-10,24,1
1,1,1,4,"true","false",1024,1,2.68618745997087e-10,24,1
3,1,1,2,"true","false",1024,8,3.18880018579736e-10,24,1
4,1,1,2,"true","false",1024,1024,4.59355965257681e-09,24,1
2,1,1,4,"true","false",1024,512,2.72154883279472e-09,24,1
2,1,1,2,"true","false",1024,4,2.53649332082049e-10,24,1
3,1,1,2,"true","true",1024,4,3.16318997800575e-10,24,1
4,1,1,2,"true","true",1024,1,3.36808168387508e-10,24,1
1,1,1,4,"true","false",1024,256,1.39112855918196e-09,24,1
4,1,1,4,"true","true",1024,4,3.21548486919163e-10,24,1
2,1,1,4,"true","false",1024,2,2.64117802349561e-10,24,1
1,1,1,4,"true","false",1024,32,2.44387901670562e-10,24,1
1,1,1,2,"true","true",1024,4,2.45482588923122e-10,24,1
1,1,1,2,"true","false",1024,128,7.41041733291365e-10,24,1
3,1,1,2,"true","false",1024,1,3.38783995373581e-10,24,1
1,1,1,2,"true","true",1024,4,2.45482588923122e-10,24,3
1,1,1,4,"true","false",1024,4,2.38714976907871e-10,24,3
1,1,1,4,"true","true",1024,4,2.38587480839724e-10,24,3
1,1,1,2,"true","false",1024,4,2.41749107269263e-10,24,3
3,1,1,4,"true","false",512,4,3.31752702230094e-10,25,1
3,1,1,2,"true","true",512,16,3.30030679416119e-10,25,1
1,1,1,2,"true","false",512,32,4.0143525676637e-10,25,1
3,1,1,4,"true","false",512,1,3.39796211074525e-10,25,1
3,1,1,4,"true","false",512,2,3.25082504005704e-10,25,1
2,1,1,2,"true","true",512,128,1.39495378223842e-09,25,1
3,1,1,4,"true","true",512,32,4.82350634562244e-10,25,1
1,1,1,4,"true","true",512,1,2.41006444423349e-10,25,1
2,1,1,4,"true","true",512,64,7.39863431724928e-10,25,1
3,1,1,4,"true","true",512,64,7.913849069458e-10,25,1
4,1,1,2,"true","true",512,1,3.28386847387813e-10,25,1
2,1,1,4,"true","true",512,512,5.319454677814e-09,25,1
1,1,1,4,"true","false",512,32,4.00654641782142e-10,25,1
4,1,1,4,"true","true",512,128,1.21438065896132e-09,25,1
2,1,1,4,"true","false",512,2,2.69885058676995e-10,25,1
2,1,1,2,"true","false",512,1,2.82969133836854e-10,25,1
3,1,1,2,"true","true",512,64,7.90916884704263e-10,25,1
1,1,1,2,"true","false",512,16,2.38216815581263e-10,25,1
4,1,1,2,"true","false",512,32,3.90917573931937e-10,25,1
3,1,1,2,"true","true",512,32,4.84464907416974e-10,25,1
1,1,1,2,"true","true",512,1,2.4041098220529e-10,25,1
2,1,1,4,"true","true",512,256,2.69100516370025e-09,25,1
3,1,1,2,"true","false",512,128,1.43460455230396e-09,25,1
1,1,1,2,"true","true",512,32,4.00671225328757e-10,25,1
2,1,1,2,"true","true",512,1,2.84322586954463e-10,25,1
3,1,1,4,"true","true",512,2,3.25186145592546e-10,25,1
2,1,1,2,"true","false",512,128,1.39395562788007e-09,25,1
4,1,1,4,"true","true",512,512,4.49706725492083e-09,25,1
4,1,1,4,"true","true",512,16,3.14449106399179e-10,25,1
2,1,1,4,"true","false",512,4,2.65257698882576e-10,25,1
2,1,1,4,"true","true",512,4,2.6651087245019e-10,25,2
3,1,1,2,"true","false",512,4,3.25660765899814e-10,25,2
4,1,1,2,"true","false",512,4,3.05473162032317e-10,25,2
2,1,1,2,"true","true",512,4,2.65964501000766e-10,25,2
2,1,1,4,"true","false",512,4,2.65257698882576e-10,25,2
1,1,1,4,"true","false",512,4,2.30416863610201e-10,25,3
1,1,1,4,"true","true",512,4,2.33730508587017e-10,25,3
1,1,1,2,"true","true",512,4,2.32017761878016e-10,25,3
1,1,1,2,"true","false",512,4,2.29749117329301e-10,25,3
12,3,1,4,"true","false",1024,1,2.33811011432567e-10,26,1
3,3,1,4,"true","false",1024,4,1.38271566642236e-10,26,1
3,3,1,2,"true","false",1024,1024,3.64981098454413e-09,26,1
9,3,1,4,"true","false",1024,2,2.48248579760969e-10,26,1
3,3,1,2,"true","false",1024,128,4.79042321807607e-10,26,1
9,3,1,4,"true","false",1024,32,2.30431167553132e-10,26,1
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,26,1
6,3,1,2,"true","true",1024,32,1.62650097258212e-10,26,1
6,3,1,4,"true","true",1024,8,1.55903394143869e-10,26,1
3,3,1,2,"true","false",1024,64,2.50213230927035e-10,26,1
6,3,1,4,"true","true",1024,256,9.10878941206235e-10,26,1
6,3,1,4,"true","false",1024,128,4.82175005012362e-10,26,1
3,3,1,2,"true","true",1024,512,1.9123818722109e-09,26,1
9,3,1,4,"true","true",1024,1,2.54093908006221e-10,26,1
6,3,1,2,"true","true",1024,512,1.89182707897231e-09,26,1
3,3,1,4,"true","true",1024,128,4.73634863080488e-10,26,1
9,3,1,4,"true","false",1024,16,2.45381095788955e-10,26,1
6,3,1,2,"true","true",1024,128,4.82427828906659e-10,26,1
3,3,1,2,"true","false",1024,256,9.27332716557957e-10,26,1
3,3,1,4,"true","false",1024,1,1.48857960649586e-10,26,1
12,3,1,2,"true","true",1024,256,8.3205299526728e-10,26,1
3,3,1,2,"true","false",1024,2,1.39200764667958e-10,26,1
6,3,1,2,"true","false",1024,4,1.56904997776166e-10,26,1
3,3,1,4,"true","true",1024,512,1.88301655692027e-09,26,1
3,3,1,2,"true","false",1024,4,1.36603833125993e-10,26,1
9,3,1,4,"true","true",1024,4,2.41119511666095e-10,26,1
12,3,1,4,"true","true",1024,32,2.18059001557931e-10,26,1
12,3,1,2,"true","true",1024,1024,3.5272848220597e-09,26,1
12,3,1,2,"true","false",1024,128,4.49571215101372e-10,26,1
12,3,1,4,"true","false",1024,256,8.40705029496609e-10,26,1
6,3,1,4,"true","false",1024,8,1.55381598320639e-10,26,2
9,3,1,4,"true","false",1024,8,2.42307428023752e-10,26,2
12,3,1,2,"true","false",1024,8,2.12125429188637e-10,26,2
6,3,1,2,"true","false",1024,8,1.55385040302911e-10,26,2
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,26,2
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,26,3
3,3,1,4,"true","false",1024,8,1.42271856557733e-10,26,3
3,3,1,2,"true","false",1024,8,1.38077893481354e-10,26,3
3,3,1,4,"true","true",1024,8,1.37668844036886e-10,26,3
3,3,1,2,"true","true",1024,16,1.39528091700916e-10,27,1
9,3,1,4,"true","true",1024,128,5.48405745459173e-10,27,1
3,3,1,4,"true","true",1024,8,1.37668844036886e-10,27,1
3,3,1,2,"true","true",1024,512,1.9123818722109e-09,27,1
6,3,1,2,"true","true",1024,2,1.63416574827825e-10,27,1
3,3,1,4,"true","true",1024,2,1.39399631012218e-10,27,1
12,3,1,2,"true","true",1024,32,2.20662132164683e-10,27,1
3,3,1,4,"true","true",1024,1024,3.63424265935105e-09,27,1
6,3,1,4,"true","true",1024,64,2.64124015563851e-10,27,1
6,3,1,4,"true","false",1024,256,9.08575285128259e-10,27,1
9,3,1,2,"true","false",1024,8,2.42989480166307e-10,27,1
6,3,1,4,"true","false",1024,1,1.79760739020948e-10,27,1
12,3,1,4,"true","true",1024,1024,3.542042304821e-09,27,1
9,3,1,4,"true","true",1024,64,3.28833474596599e-10,27,1
6,3,1,2,"true","true",1024,8,1.55095037351769e-10,27,1
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,27,1
9,3,1,2,"true","true",1024,16,2.45296724663726e-10,27,1
9,3,1,4,"true","true",1024,4,2.41119511666095e-10,27,1
3,3,1,2,"true","false",1024,1,1.47877079673303e-10,27,1
6,3,1,2,"true","false",1024,2,1.64121934936074e-10,27,1
12,3,1,4,"true","true",1024,64,2.79400535114494e-10,27,1
3,3,1,2,"true","true",1024,64,2.50489092822695e-10,27,1
12,3,1,2,"true","false",1024,1024,3.52759614002703e-09,27,1
9,3,1,4,"true","false",1024,8,2.42307428023752e-10,27,1
3,3,1,2,"true","true",1024,128,4.82763610594565e-10,27,1
6,3,1,4,"true","false",1024,512,1.87336999750233e-09,27,1
6,3,1,2,"true","true",1024,512,1.89182707897231e-09,27,1
6,3,1,4,"true","true",1024,2,1.65532685126969e-10,27,1
12,3,1,4,"true","true",1024,512,1.77684547700235e-09,27,1
3,3,1,4,"true","true",1024,256,9.15194922611839e-10,27,1
6,3,1,4,"true","false",1024,4,1.58421786846984e-10,27,2
3,3,1,4,"true","true",1024,4,1.44464161528362e-10,27,2
12,3,1,2,"true","true",1024,4,2.19207457649092e-10,27,2
6,3,1,2,"true","true",1024,4,1.57596472343103e-10,27,2
6,3,1,2,"true","false",1024,4,1.56904997776166e-10,27,2
3,3,1,4,"true","true",1024,4,1.44464161528362e-10,27,3
3,3,1,2,"true","false",1024,4,1.36603833125993e-10,27,3
3,3,1,4,"true","false",1024,4,1.38271566642236e-10,27,3
3,3,1,2,"true","true",1024,4,1.38177171391209e-10,27,3
8,2,1,2,"true","false",1024,1,2.76744304050518e-10,28,1
8,2,1,4,"true","true",1024,128,4.9264000701761e-10,28,1
8,2,1,4,"true","true",1024,2,2.70607743167549e-10,28,1
4,2,1,2,"true","false",1024,4,1.77096131425721e-10,28,1
2,2,1,4,"true","true",1024,4,1.65931076707467e-10,28,1
8,2,1,2,"true","false",1024,2,2.70886996264044e-10,28,1
8,2,1,2,"true","true",1024,1,2.75854521820348e-10,28,1
8,2,1,4,"true","false",1024,64,3.13056917258529e-10,28,1
2,2,1,2,"true","false",1024,256,1.02995007068696e-09,28,1
4,2,1,2,"true","true",1024,2,1.88561155733061e-10,28,1
4,2,1,4,"true","false",1024,256,1.00771668283711e-09,28,1
4,2,1,4,"true","true",1024,512,1.98130478857090e-09,28,1
4,2,1,2,"true","true",1024,64,3.00595162149179e-10,28,1
4,2,1,2,"true","true",1024,4,1.79905445238567e-10,28,1
2,2,1,4,"true","false",1024,4,1.67297944886644e-10,28,1
8,2,1,4,"true","true",1024,1024,3.59859814380929e-09,28,1
8,2,1,2,"true","false",1024,1024,3.58749710177255e-09,28,1
6,2,1,2,"true","true",1024,1024,3.98276294502913e-09,28,1
6,2,1,4,"true","false",1024,1024,3.95872713891977e-09,28,1
6,2,1,4,"true","true",1024,16,2.37624580615674e-10,28,1
8,2,1,4,"true","false",1024,512,1.83036054579634e-09,28,1
8,2,1,4,"true","true",1024,1,2.73550859897014e-10,28,1
4,2,1,2,"true","true",1024,32,1.80004712460671e-10,28,1
2,2,1,2,"true","true",1024,512,2.05095098859241e-09,28,1
8,2,1,2,"true","false",1024,4,2.54972339508473e-10,28,1
4,2,1,2,"true","false",1024,256,1.01919928784305e-09,28,1
4,2,1,4,"true","false",1024,64,2.96381450931183e-10,28,1
6,2,1,2,"true","true",1024,512,2.01864424395661e-09,28,1
2,2,1,4,"true","false",1024,1024,3.96151408651096e-09,28,1
8,2,1,4,"true","true",1024,64,3.10619985577529e-10,28,1
4,2,1,2,"true","false",1024,8,1.7577965939462e-10,28,2
2,2,1,4,"true","false",1024,8,1.65856504258804e-10,28,2
4,2,1,2,"true","true",1024,8,1.75190405441034e-10,28,2
8,2,1,2,"true","true",1024,8,2.49674159848057e-10,28,2
2,2,1,4,"true","true",1024,8,1.63870015157775e-10,28,2
2,2,1,2,"true","false",1024,8,1.61667909382334e-10,28,3
2,2,1,2,"true","true",1024,8,1.60639896867188e-10,28,3
2,2,1,4,"true","false",1024,8,1.65856504258804e-10,28,3
2,2,1,4,"true","true",1024,8,1.63870015157775e-10,28,3
18,6,1,4,"true","false",1024,2,2.04664823280522e-10,29,1
18,6,1,2,"true","false",1024,128,4.89878636852301e-10,29,1
6,6,1,4,"true","false",1024,2,1.18717485534039e-10,29,1
24,6,1,2,"true","true",1024,1,1.9105824995861e-10,29,1
12,6,1,2,"true","false",1024,4,1.47764281062067e-10,29,1
24,6,1,4,"true","false",1024,32,1.96796603880065e-10,29,1
12,6,1,4,"true","true",1024,1,1.64708638170676e-10,29,1
18,6,1,4,"true","false",1024,8,1.97656212879105e-10,29,1
18,6,1,2,"true","false",1024,16,2.00063512605115e-10,29,1
24,6,1,2,"true","true",1024,4,1.84063389791926e-10,29,1
24,6,1,4,"true","true",1024,512,1.73730731199811e-09,29,1
24,6,1,2,"true","false",1024,64,2.57586996265345e-10,29,1
6,6,1,2,"true","false",1024,1024,3.75914431023625e-09,29,1
12,6,1,2,"true","false",1024,8,1.4752920068034e-10,29,1
18,6,1,2,"true","true",1024,8,1.96980588874906e-10,29,1
12,6,1,2,"true","true",1024,1024,4.26386725597757e-09,29,1
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,29,1
18,6,1,4,"true","true",1024,256,9.80301247250735e-10,29,1
12,6,1,4,"true","true",1024,1024,4.27170119094575e-09,29,1
12,6,1,4,"true","true",1024,32,1.64565242025264e-10,29,1
6,6,1,4,"true","false",1024,8,1.20545060937111e-10,29,1
18,6,1,4,"true","false",1024,4,1.96012266685612e-10,29,1
12,6,1,2,"true","false",1024,1024,4.2704069609051e-09,29,1
6,6,1,2,"true","false",1024,32,1.30214124849928e-10,29,1
24,6,1,4,"true","true",1024,4,1.8438493133474e-10,29,1
12,6,1,2,"true","false",1024,512,1.9356312458235e-09,29,1
18,6,1,4,"true","true",1024,1024,4.25426368507964e-09,29,1
24,6,1,4,"true","true",1024,1024,3.76199891146495e-09,29,1
24,6,1,4,"true","false",1024,4,1.82626392669449e-10,29,1
24,6,1,4,"true","false",1024,1,1.91426613429802e-10,29,1
24,6,1,4,"true","false",1024,8,1.75769318569462e-10,29,2
24,6,1,2,"true","false",1024,8,1.78857911487235e-10,29,2
12,6,1,4,"true","false",1024,8,1.47696848296835e-10,29,2
18,6,1,2,"true","false",1024,8,1.98178504530486e-10,29,2
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,29,2
6,6,1,4,"true","true",1024,8,1.20170053330998e-10,29,3
6,6,1,4,"true","false",1024,8,1.20545060937111e-10,29,3
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,29,3
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,29,3
3,3,1,4,"true","false",1024,64,2.52437761491562e-10,30,1
12,3,1,4,"true","false",1024,128,4.56850773640122e-10,30,1
3,3,1,4,"true","false",1024,256,9.15703143641169e-10,30,1
3,3,1,2,"true","false",1024,256,9.27332716557957e-10,30,1
3,3,1,2,"true","true",1024,2,1.39222329183687e-10,30,1
3,3,1,4,"true","true",1024,8,1.37668844036886e-10,30,1
9,3,1,4,"true","false",1024,512,1.99095774714314e-09,30,1
12,3,1,2,"true","true",1024,256,8.3205299526728e-10,30,1
12,3,1,2,"true","false",1024,1024,3.52759614002703e-09,30,1
9,3,1,4,"true","false",1024,128,5.48831062765378e-10,30,1
12,3,1,4,"true","false",1024,4,2.21989431436197e-10,30,1
12,3,1,2,"true","true",1024,32,2.20662132164683e-10,30,1
9,3,1,4,"true","true",1024,1024,4.06377710524532e-09,30,1
12,3,1,2,"true","false",1024,128,4.49571215101372e-10,30,1
9,3,1,4,"true","true",1024,8,2.42972904542629e-10,30,1
6,3,1,4,"true","true",1024,4,1.58822227076392e-10,30,1
12,3,1,2,"true","false",1024,4,2.21969340498309e-10,30,1
9,3,1,2,"true","false",1024,8,2.42989480166307e-10,30,1
9,3,1,2,"true","false",1024,512,2.02254351479036e-09,30,1
6,3,1,4,"true","false",1024,256,9.08575285128259e-10,30,1
12,3,1,2,"true","true",1024,1,2.35428453745276e-10,30,1
12,3,1,2,"true","false",1024,512,1.75710310448033e-09,30,1
6,3,1,4,"true","true",1024,256,9.10878941206235e-10,30,1
9,3,1,2,"true","true",1024,1,2.54846526318952e-10,30,1
12,3,1,2,"true","false",1024,16,2.17927051279028e-10,30,1
3,3,1,4,"true","true",1024,512,1.88301655692027e-09,30,1
3,3,1,4,"true","true",1024,1024,3.63424265935105e-09,30,1
12,3,1,4,"true","true",1024,512,1.77684547700235e-09,30,1
6,3,1,2,"true","false",1024,16,1.56188385220027e-10,30,1
6,3,1,2,"true","true",1024,2,1.63416574827825e-10,30,1
12,3,1,2,"true","true",1024,8,2.11305282243163e-10,30,2
3,3,1,2,"true","false",1024,8,1.38077893481354e-10,30,2
6,3,1,2,"true","false",1024,8,1.55385040302911e-10,30,2
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,30,2
9,3,1,2,"true","true",1024,8,2.45658349368244e-10,30,2
3,3,1,4,"true","true",1024,8,1.37668844036886e-10,30,3
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,30,3
3,3,1,2,"true","false",1024,8,1.38077893481354e-10,30,3
3,3,1,4,"true","false",1024,8,1.42271856557733e-10,30,3
4,2,1,4,"true","false",1024,8,1.77604620502328e-10,31,1
4,2,1,4,"true","true",1024,128,5.19649365281212e-10,31,1
6,2,1,2,"true","false",1024,32,2.34640256983261e-10,31,1
6,2,1,4,"true","true",1024,128,5.69840870223828e-10,31,1
6,2,1,2,"true","false",1024,512,2.02402014469493e-09,31,1
2,2,1,2,"true","true",1024,256,1.02548028427577e-09,31,1
4,2,1,4,"true","true",1024,64,2.97893950576905e-10,31,1
6,2,1,2,"true","true",1024,32,2.3487219663576e-10,31,1
8,2,1,2,"true","false",1024,64,3.12494734874588e-10,31,1
4,2,1,4,"true","true",1024,32,1.79125479812364e-10,31,1
2,2,1,2,"true","false",1024,32,1.65115483652914e-10,31,1
8,2,1,4,"true","true",1024,128,4.9264000701761e-10,31,1
2,2,1,2,"true","false",1024,64,2.92577285929446e-10,31,1
8,2,1,2,"true","false",1024,16,2.53162486195483e-10,31,1
6,2,1,2,"true","false",1024,8,2.25811711550876e-10,31,1
4,2,1,4,"true","false",1024,128,5.19814175759475e-10,31,1
4,2,1,4,"true","false",1024,4,1.79518426573159e-10,31,1
6,2,1,2,"true","false",1024,1,2.4306505019091e-10,31,1
8,2,1,4,"true","true",1024,8,2.49816725886149e-10,31,1
2,2,1,2,"true","false",1024,16,1.6667846484997e-10,31,1
6,2,1,4,"true","false",1024,1024,3.95872713891977e-09,31,1
6,2,1,2,"true","true",1024,16,2.36931388770767e-10,31,1
2,2,1,4,"true","true",1024,1024,3.96052325645967e-09,31,1
8,2,1,4,"true","false",1024,1024,3.59203051879895e-09,31,1
2,2,1,2,"true","true",1024,8,1.60639896867188e-10,31,1
2,2,1,4,"true","false",1024,4,1.67297944886644e-10,31,1
6,2,1,4,"true","false",1024,8,2.29929961718942e-10,31,1
6,2,1,4,"true","true",1024,256,1.02946682644866e-09,31,1
2,2,1,2,"true","true",1024,16,1.6735894887162e-10,31,1
8,2,1,4,"true","true",1024,64,3.10619985577529e-10,31,1
2,2,1,2,"true","true",1024,8,1.60639896867188e-10,31,3
2,2,1,4,"true","false",1024,8,1.65856504258804e-10,31,3
2,2,1,4,"true","true",1024,8,1.63870015157775e-10,31,3
2,2,1,2,"true","false",1024,8,1.61667909382334e-10,31,3
24,6,1,2,"true","false",1024,256,8.65989722852167e-10,32,1
12,6,1,4,"true","false",1024,512,1.92886508851395e-09,32,1
6,6,1,2,"true","false",1024,512,1.78335462261649e-09,32,1
18,6,1,2,"true","true",1024,16,1.9947466571432e-10,32,1
6,6,1,4,"true","false",1024,256,8.92195310910122e-10,32,1
18,6,1,2,"true","false",1024,1024,4.25618148719193e-09,32,1
18,6,1,2,"true","true",1024,1,2.05172384225424e-10,32,1
12,6,1,2,"true","false",1024,2,1.54349016056111e-10,32,1
18,6,1,2,"true","false",1024,16,2.00063512605115e-10,32,1
6,6,1,4,"true","false",1024,1,1.25373995702647e-10,32,1
12,6,1,4,"true","true",1024,32,1.64565242025264e-10,32,1
18,6,1,2,"true","false",1024,128,4.89878636852301e-10,32,1
6,6,1,4,"true","true",1024,1,1.29667282018423e-10,32,1
12,6,1,4,"true","true",1024,128,4.53186749041035e-10,32,1
24,6,1,2,"true","false",1024,128,4.11134945783675e-10,32,1
12,6,1,4,"true","false",1024,16,1.47185555740561e-10,32,1
18,6,1,4,"true","false",1024,128,4.89538583425146e-10,32,1
18,6,1,2,"true","true",1024,256,9.79505219017962e-10,32,1
6,6,1,4,"true","true",1024,512,1.75946340918465e-09,32,1
6,6,1,4,"true","true",1024,32,1.28655386741334e-10,32,1
6,6,1,2,"true","true",1024,256,9.07541799160771e-10,32,1
18,6,1,2,"true","false",1024,4,1.9579992664427e-10,32,1
18,6,1,4,"true","true",1024,2,2.02967591494609e-10,32,1
6,6,1,4,"true","false",1024,128,4.28711618836344e-10,32,1
18,6,1,2,"true","false",1024,1,2.06513104887015e-10,32,1
18,6,1,4,"true","true",1024,512,1.94626449043265e-09,32,1
24,6,1,4,"true","false",1024,8,1.75769318569462e-10,32,1
18,6,1,2,"true","true",1024,512,1.94849260793913e-09,32,1
12,6,1,2,"true","false",1024,1,1.72027984763759e-10,32,1
24,6,1,4,"true","false",1024,128,4.14110400045629e-10,32,1
24,6,1,2,"true","false",1024,8,1.78857911487235e-10,32,2
18,6,1,4,"true","false",1024,8,1.97656212879105e-10,32,2
6,6,1,4,"true","true",1024,8,1.20170053330998e-10,32,2
18,6,1,2,"true","true",1024,8,1.96980588874906e-10,32,2
12,6,1,4,"true","false",1024,8,1.47696848296835e-10,32,2
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,32,3
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,32,3
6,6,1,4,"true","false",1024,8,1.20545060937111e-10,32,3
6,6,1,4,"true","true",1024,8,1.20170053330998e-10,32,3
16,4,1,2,"true","false",1024,256,8.05179436721902e-10,33,1
16,4,1,2,"true","true",1024,64,2.46757644644687e-10,33,1
12,4,1,4,"true","false",1024,16,2.23616836448735e-10,33,1
4,4,1,2,"true","true",1024,8,1.31407778250902e-10,33,1
16,4,1,2,"true","true",1024,512,1.6376184176386e-09,33,1
12,4,1,2,"true","true",1024,16,2.25580283451424e-10,33,1
8,4,1,2,"true","true",1024,16,1.68303635829544e-10,33,1
4,4,1,2,"true","true",1024,1024,3.61087657493648e-09,33,1
8,4,1,2,"true","true",1024,2,1.79199130225189e-10,33,1
4,4,1,2,"true","true",1024,512,1.77715575946978e-09,33,1
4,4,1,4,"true","false",1024,1,1.33364507750663e-10,33,1
8,4,1,4,"true","true",1024,128,4.57052380684955e-10,33,1
16,4,1,4,"true","true",1024,128,4.07406633307805e-10,33,1
8,4,1,2,"true","false",1024,64,2.61393926488018e-10,33,1
12,4,1,4,"true","true",1024,16,2.24506362608927e-10,33,1
8,4,1,4,"true","false",1024,128,4.53599069190995e-10,33,1
16,4,1,4,"true","true",1024,16,1.95876241868378e-10,33,1
4,4,1,2,"true","true",1024,1,1.4196145495969e-10,33,1
16,4,1,4,"true","false",1024,1024,3.51138768231318e-09,33,1
12,4,1,2,"true","true",1024,32,2.16681087387789e-10,33,1
12,4,1,2,"true","false",1024,8,2.2260692120697e-10,33,1
16,4,1,4,"true","false",1024,16,1.96773458039814e-10,33,1
4,4,1,2,"true","true",1024,16,1.32280083828985e-10,33,1
16,4,1,4,"true","false",1024,2,2.08664650185864e-10,33,1
8,4,1,2,"true","false",1024,128,4.59044659132241e-10,33,1
16,4,1,2,"true","true",1024,128,4.071741778942e-10,33,1
16,4,1,4,"true","true",1024,4,1.99000880477294e-10,33,1
12,4,1,4,"true","true",1024,512,1.86624769885305e-09,33,1
4,4,1,4,"true","false",1024,16,1.2941581237827e-10,33,1
16,4,1,2,"true","true",1024,1,2.14127145463951e-10,33,1
16,4,1,4,"true","false",1024,8,1.95439529795982e-10,33,2
16,4,1,2,"true","false",1024,8,1.96858415146615e-10,33,2
16,4,1,4,"true","true",1024,8,1.95431854444634e-10,33,2
8,4,1,4,"true","false",1024,8,1.64345967560485e-10,33,2
4,4,1,2,"true","false",1024,8,1.29741612786399e-10,33,2
4,4,1,2,"true","false",1024,8,1.29741612786399e-10,33,3
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,33,3
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,33,3
4,4,1,2,"true","true",1024,8,1.31407778250902e-10,33,3
8,2,1,2,"true","false",1024,8,2.48316957827984e-10,34,1
4,2,1,4,"true","true",1024,4,1.78796957892033e-10,34,1
4,2,1,2,"true","false",1024,32,1.79410579626302e-10,34,1
2,2,1,2,"true","true",1024,1024,3.95541574509845e-09,34,1
4,2,1,2,"true","false",1024,128,5.21725225593204e-10,34,1
6,2,1,2,"true","false",1024,1024,3.98072029590731e-09,34,1
8,2,1,4,"true","false",1024,512,1.83036054579634e-09,34,1
2,2,1,2,"true","false",1024,32,1.65115483652914e-10,34,1
8,2,1,2,"true","true",1024,1,2.75854521820348e-10,34,1
8,2,1,2,"true","false",1024,128,4.9009075197609e-10,34,1
6,2,1,4,"true","true",1024,2,2.44043982694481e-10,34,1
8,2,1,4,"true","true",1024,1024,3.59859814380929e-09,34,1
6,2,1,2,"true","false",1024,8,2.25811711550876e-10,34,1
6,2,1,2,"true","false",1024,1,2.4306505019091e-10,34,1
2,2,1,4,"true","true",1024,2,1.65366676124247e-10,34,1
8,2,1,2,"true","true",1024,32,2.58954711593992e-10,34,1
2,2,1,4,"true","true",1024,64,2.87479575958843e-10,34,1
6,2,1,2,"true","false",1024,16,2.36520170889179e-10,34,1
8,2,1,4,"true","false",1024,8,2.48735144331306e-10,34,1
4,2,1,4,"true","false",1024,1024,3.93521917484804e-09,34,1
2,2,1,4,"true","false",1024,128,5.17472624040879e-10,34,1
2,2,1,4,"true","true",1024,8,1.63870015157775e-10,34,1
8,2,1,2,"true","false",1024,1024,3.58749710177255e-09,34,1
6,2,1,2,"true","false",1024,256,1.03435954965358e-09,34,1
4,2,1,2,"true","false",1024,1,2.05643399630941e-10,34,1
8,2,1,2,"true","true",1024,128,4.8782984427207e-10,34,1
8,2,1,4,"true","true",1024,128,4.9264000701761e-10,34,1
4,2,1,4,"true","false",1024,128,5.19814175759475e-10,34,1
6,2,1,2,"true","true",1024,512,2.01864424395661e-09,34,1
